"","entry","module","genes","pathway","module_info","pathway_info"
"1454","mmu:270084","","Lpcat2, 1-AGPAT_11, A330042H22, Ayt, Aytl1, Aytl1a, LPC, lpafat1, lysoPAFAT, lysoPAFAT/LPCAT2","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1455","mmu:271844","","Pla2g4f, 4732472I07Rik, Gm647, Pla2, Pla2zeta","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1456","mmu:27388","","Ptdss2, AI481134, AI988017, P, PSS2","mmu00564","","Glycerophospholipid metabolism"
"1457","mmu:320951","","Pisd, 9030221M09Rik","mmu00564","","Glycerophospholipid metabolism"
"1458","mmu:329502","","Pla2g4e, 2310026J01Rik, C230096D22, Pl, Pla2epsilon","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1459","mmu:333433","","Gpd1l, 2210409H23Rik, D9Ertd660, D9Ertd660e","mmu00564","","Glycerophospholipid metabolism"
"1460","mmu:50767","","Pnpla6, AI661849, MS, MSws, Nt, Nte","mmu00564","","Glycerophospholipid metabolism"
"1461","mmu:53357","","Pla2g6, BB112799, PNPLA9, i, iPLA, iPLA(2)beta, iPLA2, iPLA2beta","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1462","mmu:66350","","Pla2g12a, 2310004B05Rik, GX, GXII, GXII-1, GXII-1-PLA2, Pla2, Pla2g12, R, Rossy, mGXII, mGXII-1","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1463","mmu:665270","","Plb1, 4632413E21Rik, 4930433E17Rik, 4930539A06Rik, BC033606","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1464","mmu:66586","","Crls1, 0610009I22Rik, 4930557M15Rik, 5730490M08Rik","mmu00564","","Glycerophospholipid metabolism"
"1465","mmu:66826","","Taz, 5031411C02Rik, 9130012G04Rik, AW107266, AW552613, G4.5","mmu00564","","Glycerophospholipid metabolism"
"1466","mmu:69836","","Pla2g12b, 2010002E04Rik, Fksg71, Pla2, Pla2g13, hlb21, hlb218","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1467","mmu:70902","","Lpcat2b, 4921521K07Rik, Aytl, Aytl1b","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1468","mmu:71760","","Etnppl, 1300019H02Rik, AI195447, Agxt2, Agxt2l1","mmu00564","","Glycerophospholipid metabolism"
"1469","mmu:74182","","Gpcpd1, 2310004G06Rik, 2310032D16Rik, AU015213, Gde5, Pr, Prei4, mKIAA1434","mmu00564","","Glycerophospholipid metabolism"
"1470","mmu:74451","","Pgs1, 2610019F11Rik, 4933424M23Rik, SAF","mmu00564","","Glycerophospholipid metabolism"
"1471","mmu:74596","","Cds1, 4833409J18Rik, AI314024, AW125888","mmu00564","","Glycerophospholipid metabolism"
"1472","mmu:77582","","Mboat7, 5730589L02Rik, BB1, LPLAT_7, Len, Leng4, Lp, Lpiat, Lpiat1, m-mboa-7","mmu00564","","Glycerophospholipid metabolism"
"1473","mmu:78390","","Pla2g4d, 2610311B01Rik, Pla2, Pla2delta, cPLA2delta","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1474","mmu:85031","","Pla1a, AA986889, Ps, Ps-pla1, Pspla1","mmu00564","","Glycerophospholipid metabolism"
"1475","mmu:99010","","Lpcat4, AI505034, Agp, Agpat7, Ayt, Aytl3, LPE, LPEAT2","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1476","mmu:100163","","Pafah2, 2310074E22Rik, AI507170","mmu00565","","Ether lipid metabolism"
"1477","mmu:18472","","Pafah1b1, L, LI, LIS-1, Lis1, MMS10-U, Mds, Mdsh, Ms10u, Pa, Pafaha","mmu00565","","Ether lipid metabolism"
"1478","mmu:18475","","Pafah1b2, 2610005M20R, 2610005M20Rik, AI747451, AU021353, Paf, Pafahb, mus[b, mus[b]","mmu00565","","Ether lipid metabolism"
"1479","mmu:18476","","Pafah1b3, Paf, Pafahg, mus[g, mus[g]","mmu00565","","Ether lipid metabolism"
"1480","mmu:18606","","Enpp2, AT, ATX, Auto, E-NPP_2, N, Npps2, PD-, PD-Ialpha, Pd, Pdnp2, lysoPLD","mmu00565","","Ether lipid metabolism"
"1481","mmu:228061","","Agps, 5832437L22, 9930035G10Rik, A, AW123847, Adaps, Adas, Adhaps, Adps, Aldhpsy, bs, bs2","mmu00565","","Ether lipid metabolism"
"1482","mmu:27226","","Pla2g7, PAF, PAF-AH, R75400","mmu00565","","Ether lipid metabolism"
"1483","mmu:320981","","Enpp6, 4833421B01Rik, B830047L21Rik, D8Ertd514, D8Ertd514e, E-NPP_6, GPC-Cpde, N, Npp6","mmu00565","","Ether lipid metabolism"
"1484","mmu:407243","","Tmem189, AI840826, Kua","mmu00565","","Ether lipid metabolism"
"1485","mmu:66569","","Gdpd1, 2610020H15Rik","mmu00565","","Ether lipid metabolism"
"1486","mmu:68255","","Tmem86b, C330014O21Rik","mmu00565","","Ether lipid metabolism"
"1487","mmu:68616","","Gdpd3, 1110015E22Rik","mmu00565","","Ether lipid metabolism"
"1488","mmu:100066","","Cyp2j11, AI314783, Cyp2j11-ps","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1489","mmu:109857","","Cbr3, 1110001J05Rik, C81353","mmu00590, mmu00980","","Arachidonic acid metabolism, Metabolism of xenobiotics by cytochrome P450"
"1490","mmu:11684","","Alox12, 9930022G08Rik, Alo, Alox12p, P-1, P-12LO","mmu00590","","Arachidonic acid metabolism"
"1491","mmu:11685","","Alox12e, 12-LOX, 12-LOX-e, 8-L, 8-LOX, AW259591, Al, Alox1, Alox12-ps1, Alox12-ps2, Aloxe, e-LO, e-LOX1","mmu00590","","Arachidonic acid metabolism"
"1492","mmu:11686","","Alox12b, 12R-, 12R-LOX, Alo, Aloxe2, e-LO, e-LOX2","mmu00590","","Arachidonic acid metabolism"
"1493","mmu:11687","","Alox15, 12-, 12-LO, 12/15-LO, 15-LOX, Alo, Alox12l, L-1, L-12LO","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1494","mmu:11688","","Alox8, 15-LOX-2, 15-LOX-B, 8-L, 8-LOX, 8S-, 8S-LOX, Alox, Alox15b","mmu00590","","Arachidonic acid metabolism"
"1495","mmu:11689","","Alox5, 5-L, 5-LO, 5-LOX, 5L, 5LO, 5LX, AI850497, F730011J02","mmu00590","","Arachidonic acid metabolism"
"1496","mmu:12408","","Cbr1, AW261796, C, CR, Cbr, PG-9-KR","mmu00590, mmu00790, mmu00980","","Arachidonic acid metabolism, Folate biosynthesis, Metabolism of xenobiotics by cytochrome P450"
"1497","mmu:12409","","Cbr2, ML, MLCR","mmu00590, mmu00980","","Arachidonic acid metabolism, Metabolism of xenobiotics by cytochrome P450"
"1498","mmu:13109","","Cyp2j5","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1499","mmu:13110","","Cyp2j6","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1500","mmu:13850","","Ephx2, CEH, Eph, Eph2, SEH, s, sE, sEP","mmu00590","","Arachidonic acid metabolism"
"1501","mmu:16993","","Lta4h","mmu00590","","Arachidonic acid metabolism"
"1502","mmu:17001","","Ltc4s","mmu00590","","Arachidonic acid metabolism"
"1503","mmu:19215","","Ptgds, 21kDa, L-P, L-PGDS, PGD, PGD2, PGDS, PGDS2, Ptg, Ptgs3","mmu00590","","Arachidonic acid metabolism"
"1504","mmu:19223","","Ptgis, Cyp8, Cyp8a1, P, Pg, Pgis","mmu00590","","Arachidonic acid metabolism"
"1505","mmu:19224","","Ptgs1, COX, COX1, Cox-, Cox-1, Cox-3, PGHS-1, PHS_1, Pgh, Pghs1","mmu00590","","Arachidonic acid metabolism"
"1506","mmu:19225","","Ptgs2, COX, COX2, Cox-, Cox-2, PES-2, PGHS, PGHS-2, PHS, PHS_II, PHS-2, Pgh, Pghs2, TIS10, Tis, gripghs","mmu00590","","Arachidonic acid metabolism"
"1507","mmu:21391","","Tbxas1, CYP, CYP5, CYP5A1, THAS, TS, TX, TXAS, TXS","mmu00590","","Arachidonic acid metabolism"
"1508","mmu:230459","","Cyp2j13","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1509","mmu:242546","","Cyp2j12, BB197342, Cyp2j12-ps","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1510","mmu:56351","","Ptges3, 5730442A20Rik, Ptg, Ptges, Teb, Tebp, cPG, cPGES, p23, sid31, sid3177","mmu00590","","Arachidonic acid metabolism"
"1511","mmu:64292","","Ptges, 2410099E23Rik, D2Ertd369, D2Ertd369e, Pges, mPG, mPGES, mPGES-1","mmu00590","","Arachidonic acid metabolism"
"1512","mmu:66469","","Prxl2b, 2810405K02Rik, AI836168, Fam213, Fam213b, PM/P, PM/PGFS","mmu00590","","Arachidonic acid metabolism"
"1513","mmu:665095","","Cyp2j8, Cyp2j8-ps","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1514","mmu:71519","","Cyp2u1, 8430436A10Rik","mmu00590","","Arachidonic acid metabolism"
"1515","mmu:74519","","Cyp2j9, 8430417E17Rik","mmu00590, mmu00591","","Arachidonic acid metabolism, Linoleic acid metabolism"
"1516","mmu:96979","","Ptges2, 0610038H10Rik, C79137, Gbf1, Mpges2, Pges2","mmu00590","","Arachidonic acid metabolism"
"1517","mmu:56473","","Fads2, 2900042M13Rik, Fad, Fads2a, Fadsd2","mmu00592, mmu01040","","alpha-Linolenic acid metabolism, Biosynthesis of unsaturated fatty acids"
"1518","mmu:11883","","Arsa, A, AS-A, ASA, AW212749, As, As-2, As2, TISP73","mmu00600","","Sphingolipid metabolism"
"1519","mmu:14420","","Galc, 2310068B06Rik, A930008M05Rik, AW212969, AW413532, Gac, Gacy, twi, twitcher","mmu00600","","Sphingolipid metabolism"
"1520","mmu:19156","","Psap, AI037048, SGP, SGP-1","mmu00600","","Sphingolipid metabolism"
"1521","mmu:20597","","Smpd1, A, A-S, A-SMase, ASM, Zn-S, Zn-SMase, aS, aSMase","mmu00600","","Sphingolipid metabolism"
"1522","mmu:20598","","Smpd2, AW108287, nS, nSMase, nSMase1","mmu00600","","Sphingolipid metabolism"
"1523","mmu:208449","","Sgms1, 9530058O11Rik, AI841905, C80702, Mob, SM, SMS1b, SMS1g, Sms1, Sor1, Tmem23","mmu00600","","Sphingolipid metabolism"
"1524","mmu:223753","","Cerk, AI848610, D330016D08Rik, mKIAA1646","mmu00600","","Sphingolipid metabolism"
"1525","mmu:238011","","Enpp7, Alk-, Alk-SMase, Gm254","mmu00600","","Sphingolipid metabolism"
"1526","mmu:433323","","Sgpp2, SPPase2, Spp2","mmu00600","","Sphingolipid metabolism"
"1527","mmu:58994","","Smpd3, 4631433G07Rik, AI427456, AW537966, f, fro, nSM, nSMase2","mmu00600","","Sphingolipid metabolism"
"1528","mmu:66190","","Acer3, 1110057L18Rik, 5430429L08Rik, AV015045, Ph, Phca, aPHC","mmu00600","","Sphingolipid metabolism"
"1529","mmu:74442","","Sgms2, 4933405A16Rik, 5133401H06Rik, AI854299","mmu00600","","Sphingolipid metabolism"
"1530","mmu:76943","","Psapl1, 2310020A21Rik","mmu00600","","Sphingolipid metabolism"
"1531","mmu:77626","","Smpd4, 4122402O22Rik","mmu00600","","Sphingolipid metabolism"
"1532","mmu:81535","","Sgpp1, AI463453, S, SPP, SPP1, Spph1, mS","mmu00600","","Sphingolipid metabolism"
"1533","mmu:14343","","Fut1, MFUT-1","mmu00601, mmu00603","","Glycosphingolipid biosynthesis - lacto and neolacto series, Glycosphingolipid biosynthesis - globo and isoglobo series"
"1534","mmu:14344","","Fut2, MFUT-II","mmu00601, mmu00603","","Glycosphingolipid biosynthesis - lacto and neolacto series, Glycosphingolipid biosynthesis - globo and isoglobo series"
"1535","mmu:14347","","Fut7, AI853193, FT, FTVII, Fuc-T, Fuc-TVII, FucT-, FucT-VII","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1536","mmu:14538","","Gcnt2, 5330430K10Rik, IG, IGn, IGnT, IGnTA, IGnTB, IGnTC","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1537","mmu:14594","","Ggta1, AW108479, G, GA, GALT, Gal, Ggt, Ggta, Ggta-, Ggta-1, alph, alpha_Gal, alpha3GalT","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1538","mmu:20443","","St3gal4, SIAT4-C, ST3Gal_IV, ST3GalIV, Sia, Siat4c","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1539","mmu:231727","","B3gnt4, 1010001G17Rik, BGnT-4","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1540","mmu:54613","","St3gal6, 1700023B24Rik, AI930218, AW552396, Sia, Siat10, St3galVI","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1541","mmu:56546","","Sec1, Fut10, Fut3","mmu00601, mmu00603","","Glycosphingolipid biosynthesis - lacto and neolacto series, Glycosphingolipid biosynthesis - globo and isoglobo series"
"1542","mmu:72297","","B3gnt3, 2210008L19Rik","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1543","mmu:80908","","Abo, NAGAT","mmu00601","","Glycosphingolipid biosynthesis - lacto and neolacto series"
"1544","mmu:17939","","Naga","mmu00603","","Glycosphingolipid biosynthesis - globo and isoglobo series"
"1545","mmu:215493","","A3galt2, Gm433, iGb, iGb3, iGb3S","mmu00603","","Glycosphingolipid biosynthesis - globo and isoglobo series"
"1546","mmu:227671","","Gbgt1, Fgs, Fs","mmu00603","","Glycosphingolipid biosynthesis - globo and isoglobo series"
"1547","mmu:11416","","Slc33a1, AI315656, AI788741, Ac, Acatn, D630022N01Rik","mmu00604","","Glycosphingolipid biosynthesis - ganglio series"
"1548","mmu:14421","","B4galnt1, 4933429D13Rik, Gal, Gal-N, Gal-NAc-T, GalN, GalNAc-T, GalNAcT, Galg, Galgt1, Ggm-2, Ggm2","mmu00604","","Glycosphingolipid biosynthesis - ganglio series"
"1549","mmu:20447","","St6galnac3, Sia, Siat7c","mmu00604","","Glycosphingolipid biosynthesis - ganglio series"
"1550","mmu:20448","","St6galnac4, SIAT7-D, ST6GalNAcIV, Sia, Siat7d","mmu00604","","Glycosphingolipid biosynthesis - ganglio series"
"1551","mmu:26938","","St6galnac5, AI851940, Sia, Siat7e","mmu00604","","Glycosphingolipid biosynthesis - ganglio series"
"1552","mmu:50935","","St6galnac6, ST6G, ST6GalNAcVI, Sia, Siat7f","mmu00604","","Glycosphingolipid biosynthesis - ganglio series"
"1553","mmu:54218","","B3galt4, Gal-, Gal-T2, Galt2","mmu00604","","Glycosphingolipid biosynthesis - ganglio series"
"1554","mmu:107029","","Me2, AW120568, D030040L20Rik, NAD-ME","mmu00620","","Pyruvate metabolism"
"1555","mmu:109264","","Me3, 1700020C08Rik, B230207H15Rik","mmu00620","","Pyruvate metabolism"
"1556","mmu:109801","","Glo1, 0610009E22Rik, 1110008E19Rik, 2510049H23Rik, AW550643, GLY1, Glo, Glo-1, Glo-1r, Glo-1s, Glo1-r, Glo1-s, Qg, Qglo","mmu00620","","Pyruvate metabolism"
"1557","mmu:14651","","Hagh, BC019817, Gl, Glo, Glo-2, Glo2, Rs, Rsp29","mmu00620","","Pyruvate metabolism"
"1558","mmu:17436","","Me1, D9Ertd267, D9Ertd267e, Mdh-1, Mod, Mod-, Mod-1, Mod1","mmu00620","","Pyruvate metabolism"
"1559","mmu:52815","","Ldhd, 4733401P21Rik, D8Bwg1320e, DLD","mmu00620","","Pyruvate metabolism"
"1560","mmu:66204","","Acyp1, 1110039O14Rik, AI325944","mmu00620","","Pyruvate metabolism"
"1561","mmu:74156","","Acot12, 1300004O04Rik, 4930449F15Rik, AV027244, Cac, Cach, mCACH-1","mmu00620","","Pyruvate metabolism"
"1562","mmu:75572","","Acyp2, 2310004B09Rik","mmu00620","","Pyruvate metabolism"
"1563","mmu:15112","","Hao1, GO, GOX, Gox1, Hao, Hao-1","mmu00630","","Glyoxylate and dicarboxylate metabolism"
"1564","mmu:56185","","Hao2, AI325478, Ha, Hao-2, Hao3, Haox3","mmu00630","","Glyoxylate and dicarboxylate metabolism"
"1565","mmu:67078","","Pgp, 1700012G19Rik, AI481330, AUM, G3PP","mmu00630","","Glyoxylate and dicarboxylate metabolism"
"1566","mmu:68180","","Hyi, 2700033B16Rik, 6430559E15Rik, HT036","mmu00630","","Glyoxylate and dicarboxylate metabolism"
"1567","mmu:380660","","Acss3, 8430416H19Rik, Gm874","mmu00640","","Propanoate metabolism"
"1568","mmu:52665","","Echdc1, 1700028A24Rik, AI314462, AI930038, D10Ertd667e, MMCD","mmu00640","","Propanoate metabolism"
"1569","mmu:117147","","Acsm1, Acas3, Bucs, Bucs1, Ma, Macs","mmu00650, mmu00785","","Butanoate metabolism, Lipoic acid metabolism"
"1570","mmu:20216","","Acsm3, S, Sa, Sah","mmu00650","","Butanoate metabolism"
"1571","mmu:217666","","L2hgdh, BC016226","mmu00650","","Butanoate metabolism"
"1572","mmu:233799","","Acsm2, AI315615, BC031140","mmu00650","","Butanoate metabolism"
"1573","mmu:233801","","Acsm4, O-M, O-MACS, OM, OMACS","mmu00650","","Butanoate metabolism"
"1574","mmu:272428","","Acsm5, C730019D22, C730027J19Rik","mmu00650","","Butanoate metabolism"
"1575","mmu:100039707","","Mthfsl, Gm2382","mmu00670","","One carbon pool by folate"
"1576","mmu:107747","","Aldh1l1, 1810048F20Rik, FDH, Fthfd, Neut2","mmu00670","","One carbon pool by folate"
"1577","mmu:107885","","Mthfs, 1110034I12Rik, 2310020H23Rik, AI119695","mmu00670","","One carbon pool by folate"
"1578","mmu:13361","","Dhfr, 8430436I03Rik, AA607882, AI662710, AW555094","mmu00670, mmu00790","","One carbon pool by folate, Folate biosynthesis"
"1579","mmu:17769","","Mthfr, AI323986","mmu00670","","One carbon pool by folate"
"1580","mmu:216188","","Aldh1l2, D330038I09Rik, mtFDH","mmu00670","","One carbon pool by folate"
"1581","mmu:69606","","Mtfmt, 2310020P08Rik","mmu00670","","One carbon pool by folate"
"1582","mmu:105663","","Thtpa, AW122966, ThTP","mmu00730","","Thiamine metabolism"
"1583","mmu:11431","","Acp1, 4632432E04Rik, AI427468, Acp, Acp-1, LMW-, LMW-PTP, Lm, Lmptp","mmu00730, mmu00740","","Thiamine metabolism, Riboflavin metabolism"
"1584","mmu:11647","","Alpl, ALP, APTNAP, Ak, Akp, Akp-2, Akp2, T, TNAP, TNSALP","mmu00730, mmu00790","","Thiamine metabolism, Folate biosynthesis"
"1585","mmu:11648","","Akp3, Akp, Akp-3, IAP, dIAP","mmu00730, mmu00790","","Thiamine metabolism, Folate biosynthesis"
"1586","mmu:11650","","Alppl2, Ak, Akp5, Alpg, C77216, D1Ertd816, D1Ertd816e, EAP","mmu00730, mmu00790","","Thiamine metabolism, Folate biosynthesis"
"1587","mmu:18041","","Nfs1, AA987187, m-Nf, m-Nfs1, m-Nfsl","mmu00730","","Thiamine metabolism"
"1588","mmu:29807","","Tpk1","mmu00730","","Thiamine metabolism"
"1589","mmu:76768","","Alpi, 2010001C14Rik, Akp6, gIAP","mmu00730, mmu00790","","Thiamine metabolism, Folate biosynthesis"
"1590","mmu:11432","","Acp2, Acp, Acp-2, LAP","mmu00740","","Riboflavin metabolism"
"1591","mmu:11433","","Acp5, T, TR, TRACP, TRAP","mmu00740","","Riboflavin metabolism"
"1592","mmu:233016","","Blvrb","mmu00740, mmu00860","","Riboflavin metabolism, Porphyrin and chlorophyll metabolism"
"1593","mmu:319945","","Flad1, A930017E24Rik, Pp5, Pp591","mmu00740","","Riboflavin metabolism"
"1594","mmu:54391","","Rfk, 0610038L10Rik, AF031381, KOI-4, fla","mmu00740","","Riboflavin metabolism"
"1595","mmu:103711","","Pnpo, AI415282","mmu00750","","Vitamin B6 metabolism"
"1596","mmu:216134","","Pdxk, 2310036D04Rik, AA119688, C77999","mmu00750","","Vitamin B6 metabolism"
"1597","mmu:57028","","Pdxp, 1600027H05Rik, AB041662, Chr, PLPP","mmu00750","","Vitamin B6 metabolism"
"1598","mmu:73373","","Phospho2, 1700048E23Rik, AI661517, AU021728, AV006103, Ph, Phos2","mmu00750","","Vitamin B6 metabolism"
"1599","mmu:11871","","Art2a, ARTC2, Art, Art2a-ps, Ly92a, Rt, Rt-, Rt-6, Rt6, Rt6-, Rt6-1","mmu00760","","Nicotinate and nicotinamide metabolism"
"1600","mmu:11872","","Art2b, ART2, ART2.2, ARTC2, Art, Ly92b, Rt, Rt-, Rt-6, Rt6, Rt6-, Rt6-2","mmu00760","","Nicotinate and nicotinamide metabolism"
"1601","mmu:12182","","Bst1, 114/A1, 114/A10, A530073F09, BP-3, Bp, Bp3, Bst, Bsta1, CD157, Ly6, Ly65","mmu00760","","Nicotinate and nicotinamide metabolism"
"1602","mmu:12494","","Cd38, ADPRC_1, Cd38-r, Cd38-rs1, I-19","mmu00760","","Nicotinate and nicotinamide metabolism"
"1603","mmu:18113","","Nnmt","mmu00760","","Nicotinate and nicotinamide metabolism"
"1604","mmu:18115","","Nnt, 4930423F13Rik, AI323702, BB168308","mmu00760","","Nicotinate and nicotinamide metabolism"
"1605","mmu:192185","","Nadk, 4432404C02Rik, BC004012","mmu00760","","Nicotinate and nicotinamide metabolism"
"1606","mmu:209011","","Sirt7","mmu00760","","Nicotinate and nicotinamide metabolism"
"1607","mmu:223646","","Naprt, 9130210N20Rik, Na, Naprt1","mmu00760","","Nicotinate and nicotinamide metabolism"
"1608","mmu:225994","","Nmrk1, AA408380, D630020N23Rik, Nrk1","mmu00760","","Nicotinate and nicotinamide metabolism"
"1609","mmu:226518","","Nmnat2, AI843915, D030041I09Rik, PN, PNAT1, PNAT2","mmu00760","","Nicotinate and nicotinamide metabolism"
"1610","mmu:50721","","Sirt6, 2810449N18Rik, AI043036, Sir2l6","mmu00760","","Nicotinate and nicotinamide metabolism"
"1611","mmu:59027","","Nampt, 1110035O14Rik, AI314458, AI480535, NAmPRTase, Pbef, Pbef1, Vi, Visfatin","mmu00760","","Nicotinate and nicotinamide metabolism"
"1612","mmu:64383","","Sirt2, 5730427M03Rik, S, SI, SIR2L2, Sir2l","mmu00760","","Nicotinate and nicotinamide metabolism"
"1613","mmu:64384","","Sirt3, 2310003L23Rik, AI848213, Si, Sir2l3","mmu00760","","Nicotinate and nicotinamide metabolism"
"1614","mmu:66454","","Nmnat1, 2610529L11Rik, 5730441G13Rik, D4Cole, D4Cole1e, nm, nmnat","mmu00760","","Nicotinate and nicotinamide metabolism"
"1615","mmu:67375","","Qprt, 2410027J01Rik, AI647766, QPR, QPRTase","mmu00760","","Nicotinate and nicotinamide metabolism"
